,mbti,character,movie_name,release_year
11569,ISFJ,Donna Thrombey,Knives Out,2019.0
11571,ISFJ,Barry Sembene,Jurassic Park / Jurassic World,
11572,ISFJ,Annabel,Mama,2013.0
11573,ISFJ,Hank,The Boys In The Band,
11574,ISFJ,The Groundhog,Groundhog Day,1993.0
11575,ISFJ,Razia Ahmed,Gully Boy,2019.0
11576,ISFJ,Tetsu,Love Exposure,2008.0
11577,ISFJ,Donna,Scent Of A Woman,1992.0
11578,ISFJ,Gorobei,Seven Samurai,1954.0
11579,ISFJ,Mrs. Jankis,Memento,2000.0
11580,ISFJ,Frank Stark,Rebel Without A Cause,1955.0
11581,ISFJ,Michael,Melancholia,2011.0
11582,ISFJ,Henry James,1922,2017.0
11583,ISFJ,Mark Ratner,Fast Times At Ridgemont High,1982.0
11584,ISFJ,Ilene Chen,Godzilla,
11585,ISFJ,Blane Mcdonagh,Pretty In Pink,1986.0
11586,ISFJ,Termeh,A Separation,2011.0
11587,ISFJ,"Victoria ""Vika"" Olsen",Oblivion,
11588,ISFJ,Ben Parker,The Amazing Spider-Man,2012.0
11589,ISFJ,Michael Corvin,Underworld,
11590,ISFJ,Yocheved,The Prince Of Egypt,1998.0
11591,ISFJ,Vincent Sinclair,House Of Wax,2005.0
11592,ISFJ,Ellen,National Lampoon'S Vacation,1983.0
11593,ISFJ,Lucinda Price,Fallen,
11594,ISFJ,Tina Malhotra,Kuch Kuch Hota Hai,
11595,ISFJ,Melissa Robinson,Ace Ventura: Pet Detective,1994.0
11596,ISFJ,Abigail Salmon,The Lovely Bones,2009.0
11597,ISFJ,Padre João,O Auto Da Compadecida,
11598,ISFJ,Rohit Patel,Kal Ho Naa Ho,
11599,ISFJ,Baylene,Dinosaur,2000.0
11600,ISFJ,Faith,Spring Breakers,2012.0
11601,ISFJ,Isabel Bigelow/ Samantha Stephens,Bewitched,2005.0
11602,ISFJ,Javed,Escape Plan,2013.0
11603,ISFJ,Laura,High Fidelity,2000.0
11604,ISFJ,Daisy,Toy Story,
11605,ISFJ,Vasili Borodin,The Hunt For Red October,1990.0
11606,ISFJ,Uncle Fritz,Meet The Robinsons,2007.0
11607,ISFJ,Commander Larma D'Acy,Star Wars,
11608,ISFJ,Kjeld Jensen,Olsen Banden,
11609,ISFJ,Cadet Leslie Barbara,Police Academy,
11610,ISFJ,Detective O'Brien,Terminator,
11611,ISFJ,Mrs. Bucket,Willy Wonka And The Chocolate Factory,1971.0
11612,ISFJ,Mary X,Eraserhead,1977.0
11613,ISFJ,Carla Purty,The Nutty Professor,1996.0
11614,ISFJ,Wendolene Ramsbottom,Wallace And Gromit,
11615,ISFJ,Dot Matrix,Spaceballs,1987.0
11616,ISFJ,Grace Stamper,Armageddon,1998.0
11617,ISFJ,Joe,Love Actually,2003.0
11618,ISFJ,Ting-Ting,Yi Yi,2000.0
11619,ISFJ,Parker Wilson,Hachi: A Dog'S Tale,2009.0
11620,ISFJ,Chloe Hewett,Match Point,2005.0
11621,ISFJ,Adrian Doorbal,Pain And Gain,2013.0
11622,ISFJ,Eleanor,Secret Society Of Second Born Royals,2020.0
11623,ISFJ,Susan Hegarty,Lilo & Stitch,2002.0
11624,ISFJ,Georgia Byrd,Last Holiday,
11625,ISFJ,Reina,Upside Down Magic,
11626,ISFJ,Eugene Francis,Boss Baby,2017.0
11627,ISFJ,Gyun-Woo,My Sassy Girl,2001.0
11628,ISFJ,Rita Alexander,Mank,2020.0
11629,ISFJ,Sara Mankiewicz,Mank,2020.0
11630,ISFJ,Abraham Lincoln,Bill & Ted,
11633,ISFJ,Jared Howe,The Host,2013.0
11634,ISFJ,Hosato,Kubo And The Two Strings,2016.0
11635,ISFJ,Avni Hoca,Hababam Sınıfı,1975.0
11636,ISFJ,Susan,Talladega Nights: The Ballad Of Ricky Bobby,2006.0
11637,ISFJ,Tilda,The Hobbit,
11638,ISFJ,Mother,Thumbelina,1994.0
11639,ISFJ,Fanny Ekdahl,Fanny And Alexander,
11640,ISFJ,Ally Harris,Before I Fall,2017.0
11641,ISFJ,Matt,The Intern,2015.0
11642,ISFJ,"Jaime Reyes ""Blue Beetle""",Dc Animated Movie Universe,
11643,ISFJ,Doc Golightly,Breakfast At Tiffany'S,1961.0
11644,ISFJ,Mrs. Donatelli,The Princess Switch,2018.0
11645,ISFJ,Bob Cratchit,A Christmas Carol,2009.0
11646,ISFJ,Lucy Barker,Sweeney Todd: The Demon Barber Of Fleet Street,2007.0
11647,ISFJ,Steven M. Kovacs,The Cable Guy,
11648,ISFJ,Okja,Okja,2017.0
11649,ISFJ,Fattema,The Breadwinner,
11650,ISFJ,Clare Harrison,Black Christmas,1974.0
11651,ISFJ,Tyrell,The Shawshank Redemption,1994.0
11652,ISFJ,Hans,Red Shoes & The Seven Dwarfs,2019.0
11654,ISFJ,"Jonathan Boy / ""All American Boy""",Sky High,2005.0
11655,ISFJ,Sir Bedivere,King Arthur: Legend Of The Sword,2017.0
11656,ISFJ,King Randolph,Barbie In The 12 Dancing Princesses,2006.0
11657,ISFJ,Miss Stevens,Miss Stevens,2016.0
11658,ISFJ,Midshipman Hollom,Master And Commander: The Far Side Of The World,2003.0
11659,ISFJ,Alex Murphy / Robocop (Remake),Robocop,
11662,ISFJ,Cheryl Melhoff,The Secret Life Of Walter Mitty,2013.0
11663,ISFJ,Jules Daly,A Princess For Christmas,
11664,ISFJ,Andrew Jacoby,The Princess Diaries,
11665,ISFJ,Mrs. Lynne Hasagawa,Lilo & Stitch,2002.0
11666,ISFJ,Norma Jean,Happy Feet,
11667,ISFJ,Jan Skrzetuski,With Fire And Sword,
11668,ISFJ,Stu Prasad,Stuber,2019.0
11669,ISFJ,Jessie Caldwell,Powder,1995.0
11670,ISFJ,Queen Essence,Trolls World Tour,
11671,ISFJ,Lucas,Good Boys,2019.0
11672,ISFJ,Bibi,Una Pelicula De Huevos,
11673,ISFJ,Leslie Hunter,St. Elmo'S Fire,1985.0
11674,ISFJ,Shiori Akino,Death Note,2006.0
11675,ISFJ,Duncan,Robin Hood: Prince Of Thieves,1991.0
11676,ISFJ,Barbra,Night Of The Living Dead,1968.0
11677,ISFJ,Vespyr,Captain Fantastic,2016.0
11678,ISFJ,"Francine ""Fran"" Parker",Dawn Of The Dead,1978.0
11679,ISFJ,Old Timer,Toy Story,
11680,ISFJ,Claire Keesey,The Town,2010.0
11681,ISFJ,Nellie O'Malley,Samantha: An American Girl Holiday,2004.0
11682,ISFJ,Ironbar,Mad Max,
11683,ISFJ,Walter Jackson,Sleepless In Seattle,1993.0
11684,ISFJ,Elsa,Welcome To Marwen,
11685,ISFJ,Paul,It Follows,2014.0
11686,ISFJ,Whitey,Flushed Away,2006.0
11687,ISFJ,Ann Farber,Funny Games,2007.0
11688,ISFJ,Celie Harris,The Color Purple,1985.0
11689,ISFJ,Sio Bibble,Star Wars,
11690,ISFJ,Piglet,Christopher Robin,2018.0
11691,ISFJ,Frey Santiago,Elysium,
11692,ISFJ,George Aaronow,Glengarry Glen Ross,1992.0
11693,ISFJ,Jerry Kaiser,Short Cuts,1993.0
11694,ISFJ,Stephanie Mangano,Saturday Night Fever,1977.0
11695,ISFJ,Pina Fantozzi (Liù Bosisio),Fantozzi,1975.0
11696,ISFJ,Hannah,Hannah And Her Sisters,1986.0
11697,ISFJ,Valerie Lewton,Final Destination,2000.0
11698,ISFJ,Bertha Doss,Hacksaw Ridge,2016.0
11699,ISFJ,José,Breakfast At Tiffany'S,1961.0
11700,ISFJ,Dexter Longbottom,Today Is Spaceship Day,
11701,ISFJ,Raggedy Ann,Raggedy Ann & Andy: A Musical Adventure,1977.0
11702,ISFJ,Dr. Caroline Aranha,Rise Of The Planet Of Apes,
11703,ISFJ,Maria Ricci,Bicycle Thieves,1948.0
11704,ISFJ,Lieutenant Dopheld Mitaka,Star Wars,
11705,ISFJ,Betty Parker,Pleasantville,1998.0
11706,ISFJ,Wendy Beamish,St. Elmo'S Fire,1985.0
11707,ISFJ,Dick,High Fidelity,2000.0
11708,ISFJ,Paige Tico,Star Wars,
11709,ISFJ,Jake Taylor,Major League,1989.0
11710,ISFJ,Captain Raymus Antilles,Star Wars,
11711,ISFJ,Leslie Barnes,Die Hard,
11712,ISFJ,Barney Rubble (1994),The Flintstones,
11713,ISFJ,Specs,Insidious,
11714,ISFJ,Helen Benson,The Day The Earth Stood Still,1951.0
11715,ISFJ,Yu Mo,The Flowers Of War,2012.0
11716,ISFJ,Flittle,Maleficent,2014.0
11717,ISFJ,Marty,Poltergeist,1982.0
11718,ISFJ,Ambrosius,Labyrinth,1986.0
11719,ISFJ,Toni,Secret Admirer,1985.0
11720,ISFJ,Joe,Mermaids,1990.0
11721,ISFJ,David Filby,The Time Machine,2002.0
11722,ISFJ,Sarah Livingstone,District 9,2009.0
11723,ISFJ,Mary Sunday,There Will Be Blood,2007.0
11724,ISFJ,Kirk,She'S Out Of My League,
11725,ISFJ,Vyacheslav Molotov,The Death Of Stalin,2017.0
11726,ISFJ,Emma Robinson,Blue Lagoon The Awakening,
11727,ISFJ,Grethe,The Hunt,
11728,ISFJ,Kyla,Mommy,2014.0
11729,ISFJ,Andrew Henry,The Revenant,2015.0
11730,ISFJ,Colonel Winnant,Dunkirk,2017.0
11731,ISFJ,Erin,The Miseducation Of Cameron Post,2018.0
11732,ISFJ,Rose,Eli,2019.0
11733,ISFJ,The Ballerina,Fantasia 2000,1999.0
11734,ISFJ,Francesca Johnson,The Bridges Of Madison County,1995.0
11735,ISFJ,Ishani,Planes,2013.0
11736,ISFJ,Morticia Addams,The Addams Family 2019,
11737,ISFJ,Irina,Twilight,
11738,ISFJ,Katie Bueller,Ferris Bueller'S Day Off,1986.0
11739,ISFJ,Mayor,Megamind,2010.0
11740,ISFJ,Charlie Bellow,My Sassy Girl,
11741,ISFJ,Christine Brown,Drag Me To Hell,2009.0
11742,ISFJ,Beeman,Constantine,2005.0
11743,ISFJ,Kathy Selden,Singin' In The Rain,1952.0
11744,ISFJ,Ivy,Rocketman,2019.0
11745,ISFJ,Noriko Hirayama,Tokyo Story,1953.0
11746,ISFJ,Vi Moore,Footloose,1984.0
11747,ISFJ,"Stephen ""The African Guy"" Nimieri",I Heart Huckabees,2004.0
11748,ISFJ,In-Gil,Train To Busan,2016.0
11749,ISFJ,Lynn,The Hills Have Eyes,2006.0
11750,ISFJ,Susanna Thompson,"The Way, Way Back",2013.0
11751,ISFJ,Molly,Chef,2014.0
11752,ISFJ,Sebastian Henshaw,The Spy Who Dumped Me,2018.0
11753,ISFJ,Rose Michaels,So I Married An Axe Murderer,1993.0
11754,ISFJ,Nicole Walker,Fear,1996.0
11755,ISFJ,Alex Von Falkenstein,Bibi Und Tina,2014.0
11756,ISFJ,Mrs. Murdock,Grease,1978.0
11758,ISFJ,Thrain,The Hobbit,
11759,ISFJ,Nestor,The Adventures Of Tintin,2011.0
11760,ISFJ,1954 Landlady,The Shawshank Redemption,1994.0
11761,ISFJ,Guard Wiley,The Shawshank Redemption,1994.0
11762,ISFJ,Projectionist,The Shawshank Redemption,1994.0
11763,ISFJ,Private First Class Louden Downey,A Few Good Men,1992.0
11764,ISFJ,Felix Leiter (David Hedison / Live And Let Die And Licence To Kill),James Bond,
11765,ISFJ,Elderly Hole Guard,The Shawshank Redemption,1994.0
11766,ISFJ,Dr. Lamar,Gattaca,1997.0
11767,ISFJ,Duty Guard,The Shawshank Redemption,1994.0
11768,ISFJ,Elise Chandler,Manchester By The Sea,2016.0
11770,ISFJ,Kizie Basu,Dil Bechara,2020.0
11772,ISFJ,Susan Frankenstein,Frankenweenie,2012.0
11775,ISFJ,Teresa Gardner,Color Out Of Space,
11776,ISFJ,Helen Hatton,The Devil All The Time,2020.0
11778,ISFJ,Nancy Cowan,Carnage,2011.0
11779,ISFJ,Queen Ant,Antz,1998.0
11780,ISFJ,Olivia Evans,Boyhood,2014.0
11781,ISFJ,Melanie Graysmith,Zodiac,2007.0
11782,ISFJ,Danny Snyder,Sleepers,1996.0
11783,ISFJ,Vincent Kapoor,The Martian,2015.0
11784,ISFJ,Henry Sherman,The Royal Tenenbaums,2001.0
11785,ISFJ,Blondie,Sucker Punch,2011.0
11786,ISFJ,"Tom ""Bones"" Malone",The Blues Brothers,1980.0
11787,ISFJ,Eliza Merrett,The Professor And The Madman,2019.0
11788,ISFJ,Edgar Mcgraw,Death Proof,2007.0
11789,ISFJ,Federico Delgado,Pain And Glory,
11790,ISFJ,Jake Attica,Takers,
11791,ISFJ,Mrs. Lisbon,The Virgin Suicides,1999.0
11792,ISFJ,Heinrich Himmler,Downfall,2004.0
11793,ISFJ,Cotton,Pirates Of The Caribbean,
11794,ISFJ,Platt Barbour,The Goldfinch,2019.0
11795,ISFJ,Miguel Sanchez,Tremors,
11797,ISFJ,Tora Brown,Nanny Mcphee,2005.0
11799,ISFJ,Freddy Heflin,Cop Land,1997.0
11800,ISFJ,Kim Ji-Young,Kim Ji-Young: Born 1982,2019.0
11802,ISFJ,Reuben Feffer,Along Came Polly,2004.0
11803,ISFJ,Biggie,Trolls,
11804,ISFJ,King White,Red Shoes & The Seven Dwarfs,2019.0
11807,ISFJ,Helen,Enemy,2013.0
11808,ISFJ,Lars Lindstrom,Lars And The Real Girl,
11809,ISFJ,Fetcher,Chicken Run,2000.0
11810,ISFJ,Constance Blackwood,We Have Always Lived In The Castle,2018.0
11811,ISFJ,Antonia,The Aeronauts,
11812,ISFJ,Elliot Blitzer,True Romance,1993.0
11813,ISFJ,David Grant,Nebraska,2013.0
11814,ISFJ,Cheung Wing-Sing,Ip Man,
11815,ISFJ,Bronwyn Bruntley,Miss Peregrine'S Home For Peculiar Children,2016.0
11816,ISFJ,Penny,Over The Hedge,2006.0
11817,ISFJ,Stass Allie,Star Wars,
11818,ISFJ,"Josie Stronghold / ""Jetstream""",Sky High,2005.0
11819,ISFJ,"Bob ""The Goon"" Hawkins",Batman,
11820,ISFJ,Varinia,Spartacus,1960.0
11821,ISFJ,Dawn Wiener,Welcome To The Dollhouse,1995.0
11822,ISFJ,Lawrence,School Of Rock,2003.0
11823,ISFJ,Henry Northrup,Creepshow,1982.0
11824,ISFJ,Spyglass,Atomic Blonde,
11825,ISFJ,Sam (The World'S End),The Cornetto Trilogy,
11826,ISFJ,Abel Sunday,There Will Be Blood,2007.0
11827,ISFJ,Angie,Robocop,
11829,ISFJ,"Billy, Goat, And Gruff",Toy Story,
11830,ISFJ,Lucy,The Lost Boys,1987.0
11832,ISFJ,Nora,The Elephant Man,1980.0
11833,ISFJ,Simone Bradley,Loving Annabelle,
11834,ISFJ,Dr. Vera Gorski,Sucker Punch,2011.0
11837,ISFJ,Yogul,Dorbees: Making Decisions,
11838,ISFJ,Linda Wheatley,Sling Blade,1996.0
11840,ISFJ,Countess Ruby,Scary Godmother: Halloween Spooktakular,
11842,ISFJ,Rosemary,Little Manhattan,
11843,ISFJ,Brietta,Barbie And The Magic Of Pegasus,2005.0
11844,ISFJ,Donna Newman,Click,
11846,ISFJ,Otis,Da 5 Bloods,2020.0
11847,ISFJ,Kattappa,Baahubali,
11849,ISFJ,Andrey,Vozvrashchenie / The Return,2003.0
11850,ISFJ,Patty,Rumble Fish,
11851,ISFJ,Marla Hooch,A League Of Their Own,1992.0
11853,ISFJ,Claire Kane,Short Cuts,1993.0
11854,ISFJ,Hatsumi Narita,Hot Gimmick: Girl Meets Boy,2019.0
11856,ISFJ,Ryce Newton,Beethoven,
11857,ISFJ,Justice Strauss,Lemony Snicket'S A Series Of Unfortunate Events,2004.0
11858,ISFJ,Mrs. Tredoni,"Alice, Sweet Alice",
11859,ISFJ,Daryl,Scary Godmother: Halloween Spooktakular,
11860,ISFJ,Guinevere,First Knight,1995.0
11863,ISFJ,Mrs. Muller,Doubt,2008.0
11864,ISFJ,Christine Doinel,The Adventures Of Antoine Doinel,
11865,ISFJ,Terry Collins,Bandits,2001.0
11866,ISFJ,"Isabel ""Isabel Ii"" Decker/Isabel Decker Ludlow",Legends Of The Fall,1994.0
11867,ISFJ,Leafie,"Leafie, A Hen Into The Wild",2011.0
11868,ISFJ,Hanife,Whisper If I Forget,
11869,ISFJ,Scott Mitchell,Jurassic Park / Jurassic World,
11870,ISFJ,Helmut,Night On Earth,1991.0
11871,ISFJ,Scott Casey,Freedom Writers,2007.0
11873,ISFJ,Jane,Kicking And Screaming,
11875,ISFJ,Shen Chia-Yi,You Are The Apple Of My Eye,2011.0
11876,ISFJ,Eva,Igor,
11879,ISFJ,Princess Elizabeth,Bill & Ted,
11881,ISFJ,Megan Halsey,Re-Animator,1985.0
11882,ISFJ,Woolie,Cats Don'T Dance,1997.0
11883,ISFJ,Sarfaraz,Pk,2014.0
11884,ISFJ,Ana,Dawn Of The Dead,2004.0
11885,ISFJ,Tc-14,Star Wars,
11886,ISFJ,General Caluan Ematt,Star Wars,
11887,ISFJ,Archie Leach,A Fish Called Wanda,
11888,ISFJ,Carreen O'Hara,Gone With The Wind,1939.0
11889,ISFJ,Bessie Clary,Laura,1944.0
11890,ISFJ,Basil,Zorba The Greek,1964.0
11893,ISFJ,Amelia Maugery,The Guernsey Literary And Potato Peel Pie Society,2018.0
11894,ISFJ,Dasdô,Bye Bye Brazil,
11895,ISFJ,Dape Arden,Flash Gordon,1980.0
11896,ISFJ,Hüsniye,Yedi Bela Hüsnü,1982.0
11897,ISFJ,Bub,Day Of The Dead,1985.0
11898,ISFJ,Vito,Do The Right Thing,
11899,ISFJ,Evelyn Gardner,A League Of Their Own,1992.0
11900,ISFJ,Princess Trevi,Barbie : The Princess And The Popstar,
11901,ISFJ,Maa,Babe,1995.0
11902,ISFJ,Kenny Davis,Half Baked,1998.0
11903,ISFJ,Stephanie Holden,Baywatch,2017.0
11904,ISFJ,James Brogan,25Th Hour,
11907,ISFJ,Maya Randall,Sideways,2004.0
11908,ISFJ,Emily Jenkins,Case 39,2009.0
11909,ISFJ,Father Hennessy,Constantine,2005.0
11910,ISFJ,Vivian Cash,Walk The Line,2005.0
11911,ISFJ,Mom,Where The Wild Things Are,
11912,ISFJ,Hannah/Mother,Arq,2016.0
11913,ISFJ,George Chen,The Flowers Of War,2012.0
11914,ISFJ,Cal,Would You Rather,2012.0
11915,ISFJ,Major Anderson,Ender'S Game,2013.0
11916,ISFJ,Eliza Graves,Stonehearst Asylum,2014.0
11917,ISFJ,Biscuit Woman,The Lobster,2015.0
11918,ISFJ,Luhan,The Great Wall,2016.0
11920,ISFJ,Kanga,Christopher Robin,2018.0
11922,ISFJ,Matthias,Goat Story,
11923,ISFJ,Mathilde Verlaine,Total Eclipse,1995.0
11924,ISFJ,Lady Bluebury,Gnomeo And Juliet,
11925,ISFJ,Mrs. Plithiver,Legend Of The Guardians: The Owls Of Ga'Hoole,
11926,ISFJ,Gertrude,The Proposal,2009.0
11927,ISFJ,Midori Nonomiya,"Like Father, Like Son",2013.0
11928,ISFJ,Finley,Oz The Great And Powerful,2013.0
11929,ISFJ,"Margaret ""Peggy"" Dupree",Camp Rock,2008.0
11930,ISFJ,J.D.,The Day After Tomorrow,2004.0
11931,ISFJ,Joanne,Jingle Jangle: A Christmas Journey,2020.0
11932,ISFJ,Carl Brashear,Men Of Honor,2000.0
11933,ISFJ,Anne Welles,Valley Of The Dolls,1967.0
11934,ISFJ,Henry Lipkin,Good Will Hunting,1997.0
11935,ISFJ,Queen Athena,The Little Mermaid,1989.0
11936,ISFJ,Becca,Bridesmaids,2011.0
11938,ISFJ,Robert Hoover,Animal House,
11939,ISFJ,"Abel Shaz ""Breaker""",G.I. Joe,
11940,ISFJ,Karen Davis,The Grudge,
11941,ISFJ,Mrs. Parker,A Christmas Story,1983.0
11942,ISFJ,Avery Martin,When We First Met,2018.0
11943,ISFJ,Maya Awasthi (Mother),Taare Zameen Par,
11945,ISFJ,Clifford Blades,Filth,2013.0
11946,ISFJ,Lorna Doone,Lorna Doone,2000.0
11947,ISFJ,Alice Mitchell,Dennis The Menace,1993.0
11948,ISFJ,Malcolm,The Boy,
11949,ISFJ,Father,The Pianist,2002.0
11950,ISFJ,Courtney Collins,Sinister,
11951,ISFJ,Roy Hobbs,The Natural,1984.0
11952,ISFJ,Carlson,Blue Streak,1999.0
11953,ISFJ,Dea,The Man Who Laughs,1928.0
11954,ISFJ,Bustopher Jones,Cats,2019.0
11955,ISFJ,Wioletta Gałecka,Fanatyk,2017.0
11956,ISFJ,Karen Spages,"Alice, Sweet Alice",
11957,ISFJ,Bugle Editor,The Shawshank Redemption,1994.0
11958,ISFJ,Kissy Suzuki,James Bond,
11959,ISFJ,Andrea Anders,James Bond,
11960,ISFJ,Shannon Dunham,Green Street Hooligans,2005.0
11961,ISFJ,Carly Spencer,Transformers,
11962,ISFJ,Marco,Mine Vaganti,
11963,ISFJ,Charles,Gigi,1958.0
11964,ISFJ,Hafiz,Miracle In Cell No. 7,2019.0
11965,ISFJ,Waffles,Rango,
11966,ISFJ,Maggie,3 Generations,2015.0
11967,ISFJ,Frankenstein,Hotel Transylvania,2012.0
11968,ISFJ,Walt Spoon,The Night Of The Hunter,1955.0
11969,ISFJ,Savannah,Dear John,
11970,ISFJ,Christine Bateman,The Wizard,1989.0
11971,ISFJ,Bedders,The Boy Who Would Be King,2019.0
11972,ISFJ,Frank,Apostle,2018.0
11973,ISFJ,Pangur Bán,The Secret Of Kells,2009.0
11974,ISFJ,Marybeth,The Faculty,
11975,ISFJ,John Cooke,Boys,1996.0
11976,ISFJ,Calvin,Ordinary People,1980.0
11977,ISFJ,Edward Fletcher-Wooten,The Wedding Date,2004.0
11978,ISFJ,Brandi,Boyz N The Hood,1991.0
11979,ISFJ,Bob Murphy,The Killing Of A Sacred Deer,2017.0
11980,ISFJ,Vilma Krausová,Pelíšky,1999.0
11981,ISFJ,Dagonet,King Arthur,2004.0
11982,ISFJ,Luke Garroway,The Mortal Instruments: City Of Bones,2013.0
11983,ISFJ,Desiree,Wristcutters - A Love Story,
11984,ISFJ,Castleton,The Four Feathers,2002.0
11985,ISFJ,Shooter,Cincinnati Kid,1965.0
11986,ISFJ,Bill The Krill,Happy Feet,
11987,ISFJ,Cornelis Sandvoort,Tulip Fever,2017.0
11988,ISFJ,Iris Gaines,The Natural,1984.0
11989,ISFJ,Sofia,Neighboring Sounds O Som Ao Redor,2012.0
11990,ISFJ,Marcy,Cabin Fever,
11991,ISFJ,Ismael Cruz,Halloween,
11992,ISFJ,Bedide,Kanlı Nigar,1981.0
11993,ISFJ,François Jost,A Man Escaped,1956.0
11994,ISFJ,Babička Šebková,Pelíšky,1999.0
11995,ISFJ,Zachariah Rigby,Seven Psychopaths,2012.0
11996,ISFJ,The Spaniard,Pirates Of The Caribbean,
11997,ISFJ,Mary,E.T. The Extra-Terrestrial,1982.0
11998,ISFJ,Senator Joseph Paine,Mr. Smith Goes To Washington,1939.0
11999,ISFJ,Legs,Toy Story,
12000,ISFJ,Robert Stanton,Red,2010.0
12001,ISFJ,Grendel,Beowulf,
12002,ISFJ,Mr. Bernstein,Citizen Kane,1941.0
12003,ISFJ,Lisa,Love On A Leash,
12004,ISFJ,Lawyer,Amarcord,1973.0
12005,ISFJ,Sister Helen Prejean,Dead Man Walking,1995.0
12006,ISFJ,Holden Spence,Everyone Says I Love You,1996.0
12007,ISFJ,Uncle Mikey,Rock And Rule,
12008,ISFJ,Angela Oakhurst,Reign Over Me,
12009,ISFJ,Johnnie Farragut,Wild At Heart,1990.0
12010,ISFJ,Thomson,The Adventures Of Tintin,2011.0
12011,ISFJ,Henry Green,Strange Brew,1983.0
12012,ISFJ,James Donovan,Bridge Of Spies,
12013,ISFJ,Sarah,In America,2002.0
12014,ISFJ,Rowley Jefferson,Diary Of A Wimpy Kid: The Long Haul,
12015,ISFJ,Andrew Beckett,Philadelphia,1993.0
12016,ISFJ,Cyclops,Clash Of The Teetans,
12017,ISFJ,Janet Weiss,The Rocky Horror Picture Show,2016.0
12018,ISFJ,Tara Abbott,Saw,2004.0
12019,ISFJ,Alfred Pennyworth,Batman: Mask Of The Phantasm,
12020,ISFJ,Leah Estrogen,Osmosis Jones,2001.0
12021,ISFJ,Lara,Girl,2018.0
12022,ISFJ,Marja,Ondskan / Evil,2003.0
12023,ISFJ,Susan Page,"Planes, Trains And Automobiles",1987.0
12024,ISFJ,Michelle Rueben,How To Lose A Guy In 10 Days,
12025,ISFJ,Becky Thatcher,Tom Sawyer,1973.0
12026,ISFJ,Tuck,This Means War,2012.0
12027,ISFJ,Pakeesa,Suburbia,1996.0
12028,ISFJ,Helen Craig,Remember Me,
12029,ISFJ,Jared,Desperados,
12030,ISFJ,Ricky Baker,Boyz N The Hood,1991.0
12031,ISFJ,Sachem,The Last Of The Mohicans,1992.0
12032,ISFJ,Anna Simons,Kill The Messenger,
12033,ISFJ,Ben King,Plus One,2019.0
12034,ISFJ,Uncle Aron,Wild Strawberries,
12035,ISFJ,Bob Russell,Uncle Buck,1989.0
12036,ISFJ,Bob Taylor,Prisoners,2013.0
12037,ISFJ,Tatyana Tushenko,Animalympics,
12038,ISFJ,Iz,War Dogs,
12039,ISFJ,Struts,Teen Beach Movie,
12040,ISFJ,Raffles,Rover Dangerfield,
12041,ISFJ,Dido Belle Lindsay,Belle,2013.0
12042,ISFJ,Nora Carpenter,Final Destination 2,2003.0
12043,ISFJ,Draco,Dragonheart,
12044,ISFJ,Mother Sister,Do The Right Thing,
12045,ISFJ,Nick The Pig,Scarface,1983.0
12046,ISFJ,Harry Hogge,Days Of Thunder,1990.0
12047,ISFJ,Andrea Treborn,The Butterfly Effect,2004.0
12048,ISFJ,Rani'S Father,Queen,2013.0
12049,ISFJ,Bilbo Baggins,The Hobbit,1977.0
12050,ISFJ,Diane Rawlinson,"I, Tonya",2017.0
12051,ISFJ,Brooke,Bad Girls From Valley High,2005.0
12052,ISFJ,Helen Benson,The Day The Earth Stood Still,2008.0
12053,ISFJ,Nancy Sterngood,Tremors,
12054,ISFJ,Stella Purdy,The Nutty Professor,1963.0
12055,ISFJ,Anne Murtaugh,Cheaper By The Dozen,
12056,ISFJ,Uğur,Destiny,
12057,ISFJ,Ginny Baker,Sixteen Candles,1984.0
12058,ISFJ,Caroline,Host,2020.0
12059,ISFJ,"Simon J. Paladino ""Gazerbeam""",The Incredibles,
12060,ISFJ,Sid Worley,An Officer And A Gentleman,1982.0
12061,ISFJ,"Francisco ""Catfish"" Morales",Triple Frontier,2019.0
12062,ISFJ,Dennis Caleb Mccoy,Bill And Ted,
12063,ISFJ,Salma,Dear Nathan,
12064,ISFJ,Soldier,Circle,2015.0
12065,ISFJ,Rob Ackerman,Baby Mama,2008.0
12066,ISFJ,Dr. Brenda Bradford,Inspector Gadget,
12067,ISFJ,Erica,Stuck In Love,
12068,ISFJ,Aunt Bam,Madea,
12069,ISFJ,Razaq,The Breadwinner,
12070,ISFJ,Cancer Survivor,Circle,2015.0
12071,ISFJ,Benji,"As Above, So Below",2014.0
12072,ISFJ,Khampa,Rock Dog,
12073,ISFJ,Laura Vidal,The Invisible Guest,
12074,ISFJ,Petar,A Serbian Film,2010.0
12075,ISFJ,Harriet Johnson,Blazing Saddles,
12076,ISFJ,Annabelle Lee,The General,1926.0
12077,ISFJ,Melissa Reeves,Twister,
12078,ISFJ,Trish,The Love Witch,2016.0
12079,ISFJ,Socrates,Willard,2003.0
12080,ISFJ,Andrea,Apostle,2018.0
12081,ISFJ,Ffion,Apostle,2018.0
12082,ISFJ,Jeremy,Apostle,2018.0
12083,ISFJ,Marisa Esteval,Batteries Not Included,1987.0
12084,ISFJ,Colins,Loving Annabelle,
12085,ISFJ,Katherine,Breaking Away,1979.0
12086,ISFJ,Sandra Rubini,I Vitelloni,1953.0
12087,ISFJ,Anna Montgomery,The Big Green,
12088,ISFJ,Erich,Midnight Express,1978.0
